"","X.2","X.1","X","pageurl","eid","mid","event_name","event_org","event_date","event_place","f1pageurl","f2pageurl","f1name","f2name","f1result","f2result","f1fid","f2fid","method","method_d","ref","round","time","year","f1BackGround","f2BackGround","f1win","f2win","value","minutos_de_luta","winner_style","mach_vector"
"2261",2261,2261,2261,"/events/UFC-Fight-Night-45-Cerrone-vs-Miller-37359",37359,2,"UFC Fight Night 45 - Cerrone vs. Miller","Ultimate Fighting Championship","7/16/2014","Revel Casino Hotel, Atlantic City, New Jersey, United States","/fighter/Yosdenis-Cedeno-47066","/fighter/Jerrod-Sanders-48156","Yosdenis Cedeno","Jerrod Sanders","win","loss",47066,48156,"KO","Retirement","Vitor Ribeiro",1,"5:00",2014,"Karate","Wrestling",1,0,1,5,"Karate","Karate vs Wrestling"
"2262",2262,2262,2262,"/events/UFC-Fight-Night-46-McGregor-vs-Brandao-36425",36425,10,"UFC Fight Night 46 - McGregor vs. Brandao","Ultimate Fighting Championship","7/19/2014","The O2, Dublin, Leinster, Ireland","/fighter/Conor-McGregor-29688","/fighter/Diego-Brandao-25097","Conor McGregor","Diego Brandao","win","loss",29688,25097,"KO","Punches","Leon Roberts",1,"4:05",2014,"Boxing","Brazilian Jiu Jitsu",1,0,1,4.08,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2263",2263,2263,2263,"/events/UFC-Fight-Night-46-McGregor-vs-Brandao-36425",36425,2,"UFC Fight Night 46 - McGregor vs. Brandao","Ultimate Fighting Championship","7/19/2014","The O2, Dublin, Leinster, Ireland","/fighter/Nikita-Krylov-110937","/fighter/Cody-Donovan-22304","Nikita Krylov","Cody Donovan","win","loss",110937,22304,"KO","Punches","Marc Goddard",1,"4:57",2014,"Karate","Brazilian Jiu Jitsu",1,0,1,4.95,"Karate","Brazilian Jiu Jitsu vs Karate"
"2264",2264,2264,2264,"/events/UFC-Fight-Night-47-Bader-vs-St-Preux-37727",37727,9,"UFC Fight Night 47 - Bader vs. St. Preux","Ultimate Fighting Championship","8/16/2014","Cross Insurance Center, Bangor, Maine, United States","/fighter/Ross-Pearson-11884","/fighter/Gray-Maynard-15835","Ross Pearson","Gray Maynard","win","loss",11884,15835,"KO","Punches","Keith Peterson",2,"1:35",2014,"Taekwondo","Boxing",1,0,1,6.58,"Taekwondo","Boxing vs Taekwondo"
"2265",2265,2265,2265,"/events/UFC-Fight-Night-47-Bader-vs-St-Preux-37727",37727,8,"UFC Fight Night 47 - Bader vs. St. Preux","Ultimate Fighting Championship","8/16/2014","Cross Insurance Center, Bangor, Maine, United States","/fighter/Tim-Boetsch-19544","/fighter/Brad-Tavares-33095","Tim Boetsch","Brad Tavares","win","loss",19544,33095,"KO","Punches","Kevin MacDonald",2,"3:18",2014,"Wrestling","Brazilian Jiu Jitsu",1,0,1,8.3,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2266",2266,2266,2266,"/events/UFC-Fight-Night-49-Henderson-vs-dos-Anjos-37361",37361,10,"UFC Fight Night 49 - Henderson vs. dos Anjos","Ultimate Fighting Championship","8/23/2014","BOK Center, Tulsa, Oklahoma, United States","/fighter/Jordan-Mein-6749","/fighter/Mike-Pyle-4577","Jordan Mein","Mike Pyle","win","loss",6749,4577,"KO","Punches","Dan Miragliotta",1,"1:12",2014,"Kickboxing","Wrestling",1,0,1,1.2,"Kickboxing","Kickboxing vs Wrestling"
"2267",2267,2267,2267,"/events/UFC-Fight-Night-49-Henderson-vs-dos-Anjos-37361",37361,8,"UFC Fight Night 49 - Henderson vs. dos Anjos","Ultimate Fighting Championship","8/23/2014","BOK Center, Tulsa, Oklahoma, United States","/fighter/Max-Holloway-38671","/fighter/Clay-Collard-78465","Max Holloway","Clay Collard","win","loss",38671,78465,"KO","Punches","Dan Miragliotta",3,"3:47",2014,"Kickboxing","MMA",1,0,1,13.78,"Kickboxing","Kickboxing vs MMA"
"2268",2268,2268,2268,"/events/UFC-Fight-Night-48-Bisping-vs-Le-37741",37741,10,"UFC Fight Night 48 - Bisping vs. Le","Ultimate Fighting Championship","8/23/2014","Cotai Arena, Macau, China, China","/fighter/Michael-Bisping-10196","/fighter/Cung-Le-14883","Michael Bisping","Cung Le","win","loss",10196,14883,"KO","Knee and Punches","John Sharp",4,"0:57",2014,"Brazilian Jiu Jitsu","Taekwondo",1,0,1,15.95,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Taekwondo"
"2269",2269,2269,2269,"/events/UFC-Fight-Night-48-Bisping-vs-Le-37741",37741,9,"UFC Fight Night 48 - Bisping vs. Le","Ultimate Fighting Championship","8/23/2014","Cotai Arena, Macau, China, China","/fighter/Tyron-Woodley-42605","/fighter/Dong-Hyun-Kim-16374","Tyron Woodley","Dong Hyun Kim","win","loss",42605,16374,"KO","Punches","Leon Roberts",1,"1:01",2014,"Boxing","Judo",1,0,1,1.02,"Boxing","Boxing vs Judo"
"2270",2270,2270,2270,"/events/UFC-Fight-Night-48-Bisping-vs-Le-37741",37741,5,"UFC Fight Night 48 - Bisping vs. Le","Ultimate Fighting Championship","8/23/2014","Cotai Arena, Macau, China, China","/fighter/Alberto-Mina-16705","/fighter/Shinsho-Anzai-47183","Alberto Mina","Shinsho Anzai","win","loss",16705,47183,"KO","Punches","Thomas Fan",1,"4:17",2014,"Brazilian Jiu Jitsu","Wrestling",1,0,1,4.28,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"2271",2271,2271,2271,"/events/UFC-177-Dillashaw-vs-Soto-38011",38011,5,"UFC 177 - Dillashaw vs. Soto","Ultimate Fighting Championship","8/30/2014","Sleep Train Arena, Sacramento, California, United States","/fighter/Carlos-Diego-Ferreira-26358","/fighter/Ramsey-Nijem-36963","Carlos Diego Ferreira","Ramsey Nijem","win","loss",26358,36963,"KO","Punches","Herb Dean",2,"1:53",2014,"Brazilian Jiu Jitsu","Wrestling",1,0,1,6.88,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"2272",2272,2272,2272,"/events/UFC-Fight-Night-50-Jacare-vs-Mousasi-2-38431",38431,8,"UFC Fight Night 50 - Jacare vs. Mousasi 2","Ultimate Fighting Championship","9/5/2014","Foxwoods Resort Casino, Mashantucket, Connecticut, United States","/fighter/Ben-Rothwell-2262","/fighter/Alistair-Overeem-461","Ben Rothwell","Alistair Overeem","win","loss",2262,461,"KO","Punches","Keith Peterson",1,"2:19",2014,"Brazilian Jiu Jitsu","Kickboxing",1,0,1,2.32,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Kickboxing"
"2273",2273,2273,2273,"/events/UFC-Fight-Night-50-Jacare-vs-Mousasi-2-38431",38431,6,"UFC Fight Night 50 - Jacare vs. Mousasi 2","Ultimate Fighting Championship","9/5/2014","Foxwoods Resort Casino, Mashantucket, Connecticut, United States","/fighter/Joe-Lauzon-4923","/fighter/Michael-Chiesa-46224","Joe Lauzon","Michael Chiesa","win","loss",4923,46224,"KO","Doctor Stoppage","Herb Dean",2,"2:14",2014,"Brazilian Jiu Jitsu","Boxing",1,0,1,7.23,"Brazilian Jiu Jitsu","Boxing vs Brazilian Jiu Jitsu"
"2274",2274,2274,2274,"/events/UFC-Fight-Night-50-Jacare-vs-Mousasi-2-38431",38431,4,"UFC Fight Night 50 - Jacare vs. Mousasi 2","Ultimate Fighting Championship","9/5/2014","Foxwoods Resort Casino, Mashantucket, Connecticut, United States","/fighter/Al-Iaquinta-42817","/fighter/Rodrigo-Damm-11507","Al Iaquinta","Rodrigo Damm","win","loss",42817,11507,"KO","Punches and Elbows","Herb Dean",3,"2:26",2014,"Kickboxing","Brazilian Jiu Jitsu",1,0,1,12.43,"Kickboxing","Brazilian Jiu Jitsu vs Kickboxing"
"2275",2275,2275,2275,"/events/UFC-Fight-Night-52-Hunt-vs-Nelson-37745",37745,11,"UFC Fight Night 52 - Hunt vs. Nelson","Ultimate Fighting Championship","9/20/2014","Saitama Super Arena, Saitama, Japan, Japan","/fighter/Myles-Jury-34236","/fighter/Takanori-Gomi-425","Myles Jury","Takanori Gomi","win","loss",34236,425,"KO","Punches","Steve Perceval",1,"1:32",2014,"Brazilian Jiu Jitsu","Kickboxing",1,0,1,1.53,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Kickboxing"
"2276",2276,2276,2276,"/events/UFC-Fight-Night-52-Hunt-vs-Nelson-37745",37745,7,"UFC Fight Night 52 - Hunt vs. Nelson","Ultimate Fighting Championship","9/20/2014","Saitama Super Arena, Saitama, Japan, Japan","/fighter/Kyoji-Horiguchi-64413","/fighter/Jon-delos-Reyes-58594","Kyoji Horiguchi","Jon delos Reyes","win","loss",64413,58594,"KO","Punches","Steve Perceval",1,"3:48",2014,"Karate","Kickboxing",1,0,1,3.8,"Karate","Karate vs Kickboxing"
"2277",2277,2277,2277,"/events/UFC-178-Johnson-vs-Cariaso-35507",35507,9,"UFC 178 - Johnson vs. Cariaso","Ultimate Fighting Championship","9/27/2014","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Conor-McGregor-29688","/fighter/Dustin-Poirier-50529","Conor McGregor","Dustin Poirier","win","loss",29688,50529,"KO","Punches","Herb Dean",1,"1:46",2014,"Boxing","Brazilian Jiu Jitsu",1,0,1,1.77,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2278",2278,2278,2278,"/events/UFC-178-Johnson-vs-Cariaso-35507",35507,8,"UFC 178 - Johnson vs. Cariaso","Ultimate Fighting Championship","9/27/2014","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Yoel-Romero-60762","/fighter/Tim-Kennedy-2830","Yoel Romero","Tim Kennedy","win","loss",60762,2830,"KO","Punches","John McCarthy",3,"0:58",2014,"Wrestling","Brazilian Jiu Jitsu",1,0,1,10.97,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2279",2279,2279,2279,"/events/UFC-178-Johnson-vs-Cariaso-35507",35507,7,"UFC 178 - Johnson vs. Cariaso","Ultimate Fighting Championship","9/27/2014","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Cat-Zingano-33932","/fighter/Amanda-Nunes-31496","Cat Zingano","Amanda Nunes","win","loss",33932,31496,"KO","Elbows and Punches","Jason Herzog",3,"1:21",2014,"Wrestling","Brazilian Jiu Jitsu",1,0,1,11.35,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2280",2280,2280,2280,"/events/UFC-Fight-Night-54-MacDonald-vs-Saffiedine-35509",35509,12,"UFC Fight Night 54 - MacDonald vs. Saffiedine","Ultimate Fighting Championship","10/4/2014","Halifax Metro Centre, Halifax, Nova Scotia, Canada","/fighter/Rory-MacDonald-14018","/fighter/Tarec-Saffiedine-21912","Rory MacDonald","Tarec Saffiedine","win","loss",14018,21912,"KO","Punches","Herb Dean",3,"1:28",2014,"Kickboxing","Karate",1,0,1,11.47,"Kickboxing","Karate vs Kickboxing"
"2281",2281,2281,2281,"/events/UFC-Fight-Night-53-Nelson-vs-Story-37747",37747,9,"UFC Fight Night 53 - Nelson vs. Story","Ultimate Fighting Championship","10/4/2014","Ericsson Globe Arena, Stockholm, Sweden, Sweden","/fighter/Jan-Blachowicz-25821","/fighter/Ilir-Latifi-40207","Jan Blachowicz","Ilir Latifi","win","loss",25821,40207,"KO","Kick to the Body and Punches","Grant Waterman",1,"1:58",2014,"Brazilian Jiu Jitsu","Boxing",1,0,1,1.97,"Brazilian Jiu Jitsu","Boxing vs Brazilian Jiu Jitsu"
"2282",2282,2282,2282,"/events/UFC-Fight-Night-53-Nelson-vs-Story-37747",37747,1,"UFC Fight Night 53 - Nelson vs. Story","Ultimate Fighting Championship","10/4/2014","Ericsson Globe Arena, Stockholm, Sweden, Sweden","/fighter/Zubaira-Tukhugov-63813","/fighter/Ernest-Chavez-80837","Zubaira Tukhugov","Ernest Chavez","win","loss",63813,80837,"KO","Punches","Bobby Rehman",1,"4:21",2014,"MMA","MMA",1,0,1,4.35,"MMA","MMA vs MMA"
"2283",2283,2283,2283,"/events/UFC-179-Aldo-vs-Mendes-2-37749",37749,9,"UFC 179 - Aldo vs. Mendes 2","Ultimate Fighting Championship","10/25/2014","Maracanazinho Gymnasium, Rio de Janeiro, Rio de Janeiro, Brazil","/fighter/Fabio-Maldonado-16426","/fighter/Hans-Stringer-14825","Fabio Maldonado","Hans Stringer","win","loss",16426,14825,"KO","Punches","Marc Goddard",2,"4:06",2014,"Boxing","Brazilian Jiu Jitsu",1,0,1,9.1,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2284",2284,2284,2284,"/events/UFC-179-Aldo-vs-Mendes-2-37749",37749,6,"UFC 179 - Aldo vs. Mendes 2","Ultimate Fighting Championship","10/25/2014","Maracanazinho Gymnasium, Rio de Janeiro, Rio de Janeiro, Brazil","/fighter/Neil-Magny-69166","/fighter/William-Macario-69624","Neil Magny","William Macario","win","loss",69166,69624,"KO","Punches","Eduardo Herdy",3,"2:40",2014,"Taekwondo","MMA",1,0,1,12.67,"Taekwondo","MMA vs Taekwondo"
"2285",2285,2285,2285,"/events/UFC-Fight-Night-55-Rockhold-vs-Bisping-40339",40339,9,"UFC Fight Night 55 - Rockhold vs. Bisping","Ultimate Fighting Championship","11/7/2014","Allphones Arena, Sydney, New South Wales, Australia","/fighter/Robert-Whittaker-45132","/fighter/Clint-Hester-43866","Robert Whittaker","Clint Hester","win","loss",45132,43866,"KO","Knee and Punches","John Sharp",2,"2:43",2014,"Karate","Muay Thai",1,0,1,7.72,"Karate","Karate vs Muay Thai"
"2286",2286,2286,2286,"/events/UFC-Fight-Night-55-Rockhold-vs-Bisping-40339",40339,3,"UFC Fight Night 55 - Rockhold vs. Bisping","Ultimate Fighting Championship","11/7/2014","Allphones Arena, Sydney, New South Wales, Australia","/fighter/Chris-Clements-13469","/fighter/Vik-Grujic-69858","Chris Clements","Vik Grujic","win","loss",13469,69858,"KO","Knees and Punches","Herb Dean",1,"3:06",2014,"Taekwondo","MMA",1,0,1,3.1,"Taekwondo","MMA vs Taekwondo"
"2287",2287,2287,2287,"/events/UFC-Fight-Night-55-Rockhold-vs-Bisping-40339",40339,10,"UFC Fight Night 55 - Rockhold vs. Bisping","Ultimate Fighting Championship","11/7/2014","Allphones Arena, Sydney, New South Wales, Australia","/fighter/Al-Iaquinta-42817","/fighter/Ross-Pearson-11884","Al Iaquinta","Ross Pearson","win","loss",42817,11884,"KO","Punches","Leon Roberts",2,"1:39",2014,"Kickboxing","Taekwondo",1,0,1,6.65,"Kickboxing","Kickboxing vs Taekwondo"
"2288",2288,2288,2288,"/events/UFC-180-Werdum-vs-Hunt-37549",37549,11,"UFC 180 - Werdum vs. Hunt","Ultimate Fighting Championship","11/15/2014","Mexico City Arena, Mexico City, Federal District, Mexico","/fighter/Fabricio-Werdum-8390","/fighter/Mark-Hunt-10668","Fabricio Werdum","Mark Hunt","win","loss",8390,10668,"KO","Knee and Punches","Herb Dean",2,"2:27",2014,"Brazilian Jiu Jitsu","Boxing",1,0,1,7.45,"Brazilian Jiu Jitsu","Boxing vs Brazilian Jiu Jitsu"
"2289",2289,2289,2289,"/events/UFC-180-Werdum-vs-Hunt-37549",37549,4,"UFC 180 - Werdum vs. Hunt","Ultimate Fighting Championship","11/15/2014","Mexico City Arena, Mexico City, Federal District, Mexico","/fighter/Jessica-Eye-39575","/fighter/Leslie-Smith-46542","Jessica Eye","Leslie Smith","win","loss",39575,46542,"KO","Doctor Stoppage","Herb Dean",2,"1:30",2014,"Boxing","Brazilian Jiu Jitsu",1,0,1,6.5,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2290",2290,2290,2290,"/events/UFC-Fight-Night-57-Edgar-vs-Swanson-39915",39915,2,"UFC Fight Night 57 - Edgar vs. Swanson","Ultimate Fighting Championship","11/22/2014","Frank Erwin Center, Austin, Texas, United States","/fighter/Paige-VanZant-99019","/fighter/Kailin-Curran-62703","Paige VanZant","Kailin Curran","win","loss",99019,62703,"KO","Punches","Kerry Hatley",3,"2:54",2014,"MMA","MMA",1,0,1,12.9,"MMA","MMA vs MMA"
"2291",2291,2291,2291,"/events/UFC-181-Hendricks-vs-Lawler-2-35511",35511,9,"UFC 181 - Hendricks vs. Lawler 2","Ultimate Fighting Championship","12/6/2014","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Travis-Browne-16785","/fighter/Brendan-Schaub-33926","Travis Browne","Brendan Schaub","win","loss",16785,33926,"KO","Punches","Mario Yamasaki",1,"4:50",2014,"Muay Thai","Brazilian Jiu Jitsu",1,0,1,4.83,"Muay Thai","Brazilian Jiu Jitsu vs Muay Thai"
"2292",2292,2292,2292,"/events/UFC-on-Fox-13-Dos-Santos-vs-Miocic-38839",38839,9,"UFC on Fox 13 - Dos Santos vs. Miocic","Ultimate Fighting Championship","12/13/2014","US Airways Center, Phoenix, Arizona, United States","/fighter/Matt-Mitrione-49519","/fighter/Gabriel-Gonzaga-7306","Matt Mitrione","Gabriel Gonzaga","win","loss",49519,7306,"KO","Punches","Herb Dean",1,"1:59",2014,"Karate","Brazilian Jiu Jitsu",1,0,1,1.98,"Karate","Brazilian Jiu Jitsu vs Karate"
"2293",2293,2293,2293,"/events/UFC-on-Fox-13-Dos-Santos-vs-Miocic-38839",38839,6,"UFC on Fox 13 - Dos Santos vs. Miocic","Ultimate Fighting Championship","12/13/2014","US Airways Center, Phoenix, Arizona, United States","/fighter/Ben-Saunders-10339","/fighter/Joe-Riggs-2765","Ben Saunders","Joe Riggs","win","loss",10339,2765,"KO","Neck Injury","John McCarthy",1,"0:57",2014,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,0.95,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"2294",2294,2294,2294,"/events/UFC-on-Fox-13-Dos-Santos-vs-Miocic-38839",38839,4,"UFC on Fox 13 - Dos Santos vs. Miocic","Ultimate Fighting Championship","12/13/2014","US Airways Center, Phoenix, Arizona, United States","/fighter/Bryan-Barberena-51471","/fighter/Joe-Ellenberger-14173","Bryan Barberena","Joe Ellenberger","win","loss",51471,14173,"KO","Punches","Herb Dean",3,"3:24",2014,"Brazilian Jiu Jitsu","Wrestling",1,0,1,13.4,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"2295",2295,2295,2295,"/events/UFC-Fight-Night-58-Machida-vs-Dollaway-40613",40613,12,"UFC Fight Night 58 - Machida vs. Dollaway","Ultimate Fighting Championship","12/20/2014","Jose Correa Arena, Barueri, Sao Paulo, Brazil","/fighter/Lyoto-Machida-7513","/fighter/CB-Dollaway-22350","Lyoto Machida","C.B. Dollaway","win","loss",7513,22350,"KO","Kick to the Body and Punches","Jerin Valel",1,"1:02",2014,"Karate","Brazilian Jiu Jitsu",1,0,1,1.03,"Karate","Brazilian Jiu Jitsu vs Karate"
"2296",2296,2296,2296,"/events/UFC-Fight-Night-58-Machida-vs-Dollaway-40613",40613,9,"UFC Fight Night 58 - Machida vs. Dollaway","Ultimate Fighting Championship","12/20/2014","Jose Correa Arena, Barueri, Sao Paulo, Brazil","/fighter/Rashid-Magomedov-41524","/fighter/Elias-Silverio-88613","Rashid Magomedov","Elias Silverio","win","loss",41524,88613,"KO","Punches","Jerin Valel",3,"4:57",2014,"Karate","MMA",1,0,1,14.95,"Karate","Karate vs MMA"
"2297",2297,2297,2297,"/events/UFC-Fight-Night-58-Machida-vs-Dollaway-40613",40613,6,"UFC Fight Night 58 - Machida vs. Dollaway","Ultimate Fighting Championship","12/20/2014","Jose Correa Arena, Barueri, Sao Paulo, Brazil","/fighter/Marcos-Rogerio-de-Lima-51955","/fighter/Igor-Pokrajac-7621","Marcos Rogerio de Lima","Igor Pokrajac","win","loss",51955,7621,"KO","Punches","Fernando Yamasaki",1,"1:59",2014,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,1.98,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"2298",2298,2298,2298,"/events/UFC-Fight-Night-58-Machida-vs-Dollaway-40613",40613,1,"UFC Fight Night 58 - Machida vs. Dollaway","Ultimate Fighting Championship","12/20/2014","Jose Correa Arena, Barueri, Sao Paulo, Brazil","/fighter/Vitor-Miranda-13004","/fighter/Jake-Collier-83599","Vitor Miranda","Jake Collier","win","loss",13004,83599,"KO","Head Kick and Punches","Fernando Yamasaki",1,"4:59",2014,"Kickboxing","MMA",1,0,1,4.98,"Kickboxing","Kickboxing vs MMA"
"2299",2299,2299,2299,"/events/UFC-182-Jones-vs-Cormier-38841",38841,11,"UFC 182 - Jones vs. Cormier","Ultimate Fighting Championship","1/3/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Jon-Jones-27944","/fighter/Daniel-Cormier-52311","Jon Jones","Daniel Cormier","win","loss",27944,52311,"Decision","Unanimous","Herb Dean",5,"5:00",2015,"MMA","Wrestling",1,0,1,25,"MMA","MMA vs Wrestling"
"2300",2300,2300,2300,"/events/UFC-182-Jones-vs-Cormier-38841",38841,10,"UFC 182 - Jones vs. Cormier","Ultimate Fighting Championship","1/3/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Donald-Cerrone-15105","/fighter/Myles-Jury-34236","Donald Cerrone","Myles Jury","win","loss",15105,34236,"Decision","Unanimous","John McCarthy",3,"5:00",2015,"Muay Thai","Brazilian Jiu Jitsu",1,0,1,15,"Muay Thai","Brazilian Jiu Jitsu vs Muay Thai"
"2301",2301,2301,2301,"/events/UFC-182-Jones-vs-Cormier-38841",38841,9,"UFC 182 - Jones vs. Cormier","Ultimate Fighting Championship","1/3/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Brad-Tavares-33095","/fighter/Nate-Marquardt-1712","Brad Tavares","Nate Marquardt","win","loss",33095,1712,"Decision","Unanimous","Yves Lavigne",3,"5:00",2015,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"2302",2302,2302,2302,"/events/UFC-182-Jones-vs-Cormier-38841",38841,8,"UFC 182 - Jones vs. Cormier","Ultimate Fighting Championship","1/3/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Kyoji-Horiguchi-64413","/fighter/Louis-Gaudinot-45230","Kyoji Horiguchi","Louis Gaudinot","win","loss",64413,45230,"Decision","Unanimous","Herb Dean",3,"5:00",2015,"Karate","Karate",1,0,1,15,"Karate","Karate vs Karate"
"2303",2303,2303,2303,"/events/UFC-182-Jones-vs-Cormier-38841",38841,3,"UFC 182 - Jones vs. Cormier","Ultimate Fighting Championship","1/3/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Evan-Dunham-22038","/fighter/Rodrigo-Damm-11507","Evan Dunham","Rodrigo Damm","win","loss",22038,11507,"Decision","Unanimous","Chris Tognoni",3,"5:00",2015,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2304",2304,2304,2304,"/events/UFC-Fight-Night-59-McGregor-vs-Siver-41773",41773,11,"UFC Fight Night 59 - McGregor vs. Siver","Ultimate Fighting Championship","1/18/2015","TD Garden, Boston, Massachusetts, United States","/fighter/Donald-Cerrone-15105","/fighter/Benson-Henderson-20548","Donald Cerrone","Benson Henderson","win","loss",15105,20548,"Decision","Unanimous","Yves Lavigne",3,"5:00",2015,"Muay Thai","Taekwondo",1,0,1,15,"Muay Thai","Muay Thai vs Taekwondo"
"2305",2305,2305,2305,"/events/UFC-Fight-Night-59-McGregor-vs-Siver-41773",41773,9,"UFC Fight Night 59 - McGregor vs. Siver","Ultimate Fighting Championship","1/18/2015","TD Garden, Boston, Massachusetts, United States","/fighter/Gleison-Tibau-5993","/fighter/Norman-Parke-47549","Gleison Tibau","Norman Parke","win","loss",5993,47549,"Decision","Split","Kevin MacDonald",3,"5:00",2015,"Brazilian Jiu Jitsu","Wrestling",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"2306",2306,2306,2306,"/events/UFC-Fight-Night-59-McGregor-vs-Siver-41773",41773,8,"UFC Fight Night 59 - McGregor vs. Siver","Ultimate Fighting Championship","1/18/2015","TD Garden, Boston, Massachusetts, United States","/fighter/Cathal-Pendred-64373","/fighter/Sean-Spencer-60908","Cathal Pendred","Sean Spencer","win","loss",64373,60908,"Decision","Unanimous","Yves Lavigne",3,"5:00",2015,"MMA","MMA",1,0,1,15,"MMA","MMA vs MMA"
"2307",2307,2307,2307,"/events/UFC-Fight-Night-59-McGregor-vs-Siver-41773",41773,6,"UFC Fight Night 59 - McGregor vs. Siver","Ultimate Fighting Championship","1/18/2015","TD Garden, Boston, Massachusetts, United States","/fighter/Chris-Wade-79335","/fighter/Lipeng-Zhang-50416","Chris Wade","Lipeng Zhang","win","loss",79335,50416,"Decision","Unanimous","Kevin MacDonald",3,"5:00",2015,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2308",2308,2308,2308,"/events/UFC-on-Fox-14-Gustafsson-vs-Johnson-42123",42123,10,"UFC on Fox 14 - Gustafsson vs. Johnson","Ultimate Fighting Championship","1/24/2015","Tele2 Arena, Stockholm, Sweden, Sweden","/fighter/Ryan-Bader-22858","/fighter/Phil-Davis-27802","Ryan Bader","Phil Davis","win","loss",22858,27802,"Decision","Split","Marc Goddard",3,"5:00",2015,"Wrestling","Wrestling",1,0,1,15,"Wrestling","Wrestling vs Wrestling"
"2309",2309,2309,2309,"/events/UFC-on-Fox-14-Gustafsson-vs-Johnson-42123",42123,8,"UFC on Fox 14 - Gustafsson vs. Johnson","Ultimate Fighting Championship","1/24/2015","Tele2 Arena, Stockholm, Sweden, Sweden","/fighter/Albert-Tumenov-60198","/fighter/Nicholas-Musoke-26160","Albert Tumenov","Nicholas Musoke","win","loss",60198,26160,"Decision","Unanimous","Leon Roberts",3,"5:00",2015,"Karate","Muay Thai",1,0,1,15,"Karate","Karate vs Muay Thai"
"2310",2310,2310,2310,"/events/UFC-on-Fox-14-Gustafsson-vs-Johnson-42123",42123,1,"UFC on Fox 14 - Gustafsson vs. Johnson","Ultimate Fighting Championship","1/24/2015","Tele2 Arena, Stockholm, Sweden, Sweden","/fighter/Neil-Seery-14062","/fighter/Chris-Beal-53369","Neil Seery","Chris Beal","win","loss",14062,53369,"Decision","Unanimous","Kevin Sataki",3,"5:00",2015,"Karate","Wrestling",1,0,1,15,"Karate","Karate vs Wrestling"
"2311",2311,2311,2311,"/events/UFC-183-Silva-vs-Diaz-39291",39291,10,"UFC 183 - Silva vs. Diaz","Ultimate Fighting Championship","1/31/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Tyron-Woodley-42605","/fighter/Kelvin-Gastelum-74700","Tyron Woodley","Kelvin Gastelum","win","loss",42605,74700,"Decision","Split","Herb Dean",3,"5:00",2015,"Boxing","Boxing",1,0,1,15,"Boxing","Boxing vs Boxing"
"2312",2312,2312,2312,"/events/UFC-183-Silva-vs-Diaz-39291",39291,6,"UFC 183 - Silva vs. Diaz","Ultimate Fighting Championship","1/31/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Miesha-Tate-26252","/fighter/Sara-McMann-67094","Miesha Tate","Sara McMann","win","loss",26252,67094,"Decision","Majority","Marc Goddard",3,"5:00",2015,"Wrestling","Wrestling",1,0,1,15,"Wrestling","Wrestling vs Wrestling"
